,Glaspercentage,Isolatie/infiltratie,g-waarde glas,Spuiventilatie,Zonwering,Oriëntatie,Woningtype,Klimaatbestand,Ruimtetype,GTO
15787,0.3,Slecht,0.3,TO-juli,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,25
15789,0.5,Slecht,0.3,TO-juli,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,32
15791,0.7,Slecht,0.3,TO-juli,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,47
15793,0.3,Matig,0.3,TO-juli,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,23
15795,0.5,Matig,0.3,TO-juli,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,34
15797,0.7,Matig,0.3,TO-juli,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,53
15799,0.3,Goed,0.3,TO-juli,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,32
15801,0.5,Goed,0.3,TO-juli,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,44
15803,0.7,Goed,0.3,TO-juli,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,70
15805,0.3,Slecht,0.6,21:00 tot 7:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,42
15807,0.5,Slecht,0.6,21:00 tot 7:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,77
15809,0.7,Slecht,0.6,21:00 tot 7:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,124
15811,0.3,Matig,0.6,21:00 tot 7:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,39
15813,0.5,Matig,0.6,21:00 tot 7:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,88
15815,0.7,Matig,0.6,21:00 tot 7:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,153
15817,0.3,Goed,0.6,21:00 tot 7:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,41
15819,0.5,Goed,0.6,21:00 tot 7:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,94
15821,0.7,Goed,0.6,21:00 tot 7:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,178
15823,0.3,Slecht,0.3,21:00 tot 7:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,20
15825,0.5,Slecht,0.3,21:00 tot 7:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,29
15827,0.7,Slecht,0.3,21:00 tot 7:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,43
15829,0.3,Matig,0.3,21:00 tot 7:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,19
15831,0.5,Matig,0.3,21:00 tot 7:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,27
15833,0.7,Matig,0.3,21:00 tot 7:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,43
15835,0.3,Goed,0.3,21:00 tot 7:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,15
15837,0.5,Goed,0.3,21:00 tot 7:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,26
15839,0.7,Goed,0.3,21:00 tot 7:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,47
15841,0.3,Slecht,0.6,8:00 tot 22:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,155
15843,0.5,Slecht,0.6,8:00 tot 22:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,199
15845,0.7,Slecht,0.6,8:00 tot 22:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,257
15847,0.3,Matig,0.6,8:00 tot 22:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,172
15849,0.5,Matig,0.6,8:00 tot 22:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,231
15851,0.7,Matig,0.6,8:00 tot 22:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,310
15853,0.3,Goed,0.6,8:00 tot 22:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,214
15855,0.5,Goed,0.6,8:00 tot 22:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,298
15857,0.7,Goed,0.6,8:00 tot 22:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,372
15859,0.3,Slecht,0.3,8:00 tot 22:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,128
15861,0.5,Slecht,0.3,8:00 tot 22:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,143
15863,0.7,Slecht,0.3,8:00 tot 22:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,159
15865,0.3,Matig,0.3,8:00 tot 22:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,135
15867,0.5,Matig,0.3,8:00 tot 22:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,153
15869,0.7,Matig,0.3,8:00 tot 22:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,176
15871,0.3,Goed,0.3,8:00 tot 22:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,166
15873,0.5,Goed,0.3,8:00 tot 22:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,189
15875,0.7,Goed,0.3,8:00 tot 22:00,Buiten,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,210
15877,0.3,Slecht,0.6,TO-juli,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,27
15879,0.5,Slecht,0.6,TO-juli,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,42
15881,0.7,Slecht,0.6,TO-juli,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,66
15883,0.3,Matig,0.6,TO-juli,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,29
15885,0.5,Matig,0.6,TO-juli,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,52
15887,0.7,Matig,0.6,TO-juli,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,74
15889,0.3,Goed,0.6,TO-juli,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,39
15891,0.5,Goed,0.6,TO-juli,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,70
15893,0.7,Goed,0.6,TO-juli,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,109
15895,0.3,Slecht,0.3,TO-juli,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,19
15897,0.5,Slecht,0.3,TO-juli,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,23
15899,0.7,Slecht,0.3,TO-juli,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,29
15901,0.3,Matig,0.3,TO-juli,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,18
15903,0.5,Matig,0.3,TO-juli,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,23
15905,0.7,Matig,0.3,TO-juli,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,31
15907,0.3,Goed,0.3,TO-juli,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,23
15909,0.5,Goed,0.3,TO-juli,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,33
15911,0.7,Goed,0.3,TO-juli,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,38
15913,0.3,Slecht,0.6,21:00 tot 7:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,23
15915,0.5,Slecht,0.6,21:00 tot 7:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,38
15917,0.7,Slecht,0.6,21:00 tot 7:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,62
15919,0.3,Matig,0.6,21:00 tot 7:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,21
15921,0.5,Matig,0.6,21:00 tot 7:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,41
15923,0.7,Matig,0.6,21:00 tot 7:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,64
15925,0.3,Goed,0.6,21:00 tot 7:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,21
15927,0.5,Goed,0.6,21:00 tot 7:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,46
15929,0.7,Goed,0.6,21:00 tot 7:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,74
15931,0.3,Slecht,0.3,21:00 tot 7:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,17
15933,0.5,Slecht,0.3,21:00 tot 7:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,20
15935,0.7,Slecht,0.3,21:00 tot 7:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,26
15937,0.3,Matig,0.3,21:00 tot 7:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,12
15939,0.5,Matig,0.3,21:00 tot 7:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,19
15941,0.7,Matig,0.3,21:00 tot 7:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,25
15943,0.3,Goed,0.3,21:00 tot 7:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,10
15945,0.5,Goed,0.3,21:00 tot 7:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,18
15947,0.7,Goed,0.3,21:00 tot 7:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,25
15949,0.3,Slecht,0.6,8:00 tot 22:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,130
15951,0.5,Slecht,0.6,8:00 tot 22:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,151
15953,0.7,Slecht,0.6,8:00 tot 22:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,177
15955,0.3,Matig,0.6,8:00 tot 22:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,142
15957,0.5,Matig,0.6,8:00 tot 22:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,171
15959,0.7,Matig,0.6,8:00 tot 22:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,201
15961,0.3,Goed,0.6,8:00 tot 22:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,177
15963,0.5,Goed,0.6,8:00 tot 22:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,210
15965,0.7,Goed,0.6,8:00 tot 22:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,250
15967,0.3,Slecht,0.3,8:00 tot 22:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,111
15969,0.5,Slecht,0.3,8:00 tot 22:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,125
15971,0.7,Slecht,0.3,8:00 tot 22:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,137
15973,0.3,Matig,0.3,8:00 tot 22:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,125
15975,0.5,Matig,0.3,8:00 tot 22:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,135
15977,0.7,Matig,0.3,8:00 tot 22:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,148
15979,0.3,Goed,0.3,8:00 tot 22:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,152
15981,0.5,Goed,0.3,8:00 tot 22:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,162
15983,0.7,Goed,0.3,8:00 tot 22:00,Overstek,Noord,Tussenappartement enkelzijdig,2,LIVINGROOM,177
15985,0.3,Slecht,0.6,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,395
15987,0.5,Slecht,0.6,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,791
15989,0.7,Slecht,0.6,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,1409
15991,0.3,Matig,0.6,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,382
15993,0.5,Matig,0.6,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,931
15995,0.7,Matig,0.6,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,1797
15997,0.3,Goed,0.6,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,578
15999,0.5,Goed,0.6,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,1406
16001,0.7,Goed,0.6,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,2677
16003,0.3,Slecht,0.3,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,157
16005,0.5,Slecht,0.3,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,238
16007,0.7,Slecht,0.3,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,371
16009,0.3,Matig,0.3,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,102
16011,0.5,Matig,0.3,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,231
16013,0.7,Matig,0.3,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,430
16015,0.3,Goed,0.3,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,132
16017,0.5,Goed,0.3,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,384
16019,0.7,Goed,0.3,TO-juli,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,645
16021,0.3,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,337
16023,0.5,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,716
16025,0.7,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,1341
16027,0.3,Matig,0.6,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,299
16029,0.5,Matig,0.6,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,780
16031,0.7,Matig,0.6,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,1584
16033,0.3,Goed,0.6,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,348
16035,0.5,Goed,0.6,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,1029
16037,0.7,Goed,0.6,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,2091
16039,0.3,Slecht,0.3,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,146
16041,0.5,Slecht,0.3,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,212
16043,0.7,Slecht,0.3,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,350
16045,0.3,Matig,0.3,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,96
16047,0.5,Matig,0.3,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,190
16049,0.7,Matig,0.3,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,371
16051,0.3,Goed,0.3,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,102
16053,0.5,Goed,0.3,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,225
16055,0.7,Goed,0.3,21:00 tot 7:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,454
16057,0.3,Slecht,0.6,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,407
16059,0.5,Slecht,0.6,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,613
16061,0.7,Slecht,0.6,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,896
16063,0.3,Matig,0.6,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,384
16065,0.5,Matig,0.6,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,642
16067,0.7,Matig,0.6,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,990
16069,0.3,Goed,0.6,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,465
16071,0.5,Goed,0.6,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,792
16073,0.7,Goed,0.6,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,1214
16075,0.3,Slecht,0.3,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,260
16077,0.5,Slecht,0.3,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,313
16079,0.7,Slecht,0.3,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,387
16081,0.3,Matig,0.3,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,222
16083,0.5,Matig,0.3,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,304
16085,0.7,Matig,0.3,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,409
16087,0.3,Goed,0.3,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,259
16089,0.5,Goed,0.3,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,372
16091,0.7,Goed,0.3,8:00 tot 22:00,Binnen slecht,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,494
16093,0.3,Slecht,0.6,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,215
16095,0.5,Slecht,0.6,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,391
16097,0.7,Slecht,0.6,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,623
16099,0.3,Matig,0.6,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,159
16101,0.5,Matig,0.6,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,426
16103,0.7,Matig,0.6,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,746
16105,0.3,Goed,0.6,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,288
16107,0.5,Goed,0.6,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,649
16109,0.7,Goed,0.6,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,1112
16111,0.3,Slecht,0.3,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,135
16113,0.5,Slecht,0.3,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,179
16115,0.7,Slecht,0.3,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,246
16117,0.3,Matig,0.3,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,78
16119,0.5,Matig,0.3,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,150
16121,0.7,Matig,0.3,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,272
16123,0.3,Goed,0.3,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,99
16125,0.5,Goed,0.3,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,256
16127,0.7,Goed,0.3,TO-juli,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,447
16129,0.3,Slecht,0.6,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,185
16131,0.5,Slecht,0.6,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,338
16133,0.7,Slecht,0.6,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,544
16135,0.3,Matig,0.6,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,135
16137,0.5,Matig,0.6,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,340
16139,0.7,Matig,0.6,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,589
16141,0.3,Goed,0.6,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,147
16143,0.5,Goed,0.6,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,399
16145,0.7,Goed,0.6,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,760
16147,0.3,Slecht,0.3,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,127
16149,0.5,Slecht,0.3,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,166
16151,0.7,Slecht,0.3,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,224
16153,0.3,Matig,0.3,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,70
16155,0.5,Matig,0.3,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,139
16157,0.7,Matig,0.3,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,230
16159,0.3,Goed,0.3,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,69
16161,0.5,Goed,0.3,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,154
16163,0.7,Goed,0.3,21:00 tot 7:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,298
16165,0.3,Slecht,0.6,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,302
16167,0.5,Slecht,0.6,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,406
16169,0.7,Slecht,0.6,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,524
16171,0.3,Matig,0.6,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,266
16173,0.5,Matig,0.6,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,409
16175,0.7,Matig,0.6,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,561
16177,0.3,Goed,0.6,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,330
16179,0.5,Goed,0.6,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,489
16181,0.7,Goed,0.6,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,685
16183,0.3,Slecht,0.3,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,241
16185,0.5,Slecht,0.3,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,273
16187,0.7,Slecht,0.3,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,310
16189,0.3,Matig,0.3,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,198
16191,0.5,Matig,0.3,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,252
16193,0.7,Matig,0.3,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,327
16195,0.3,Goed,0.3,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,232
16197,0.5,Goed,0.3,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,311
16199,0.7,Goed,0.3,8:00 tot 22:00,Binnen goed,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,399
16201,0.3,Slecht,0.6,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,123
16203,0.5,Slecht,0.6,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,161
16205,0.7,Slecht,0.6,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,201
16207,0.3,Matig,0.6,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,68
16209,0.5,Matig,0.6,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,128
16211,0.7,Matig,0.6,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,211
16213,0.3,Goed,0.6,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,80
16215,0.5,Goed,0.6,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,206
16217,0.7,Goed,0.6,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,367
16219,0.3,Slecht,0.3,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,88
16221,0.5,Slecht,0.3,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,91
16223,0.7,Slecht,0.3,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,91
16225,0.3,Matig,0.3,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,39
16227,0.5,Matig,0.3,TO-juli,Buiten,Oost,Tussenappartement enkelzijdig,2,LIVINGROOM,61
